10.18181818181813, 6.012684989429161, 0, tl1
10.18181818181813, 6.9429175475686975, 1, tl1
10.18181818181813, 5.082452431289639, 2, tl1
20.363636363636317, 9.699788583509516, 0, tl2
20.363636363636317, 10.630021141649053, 1, tl2
20.363636363636317, 8.304439746300218, 2, tl2
40.72727272727269, 17.073995771670184, 0, tl3
40.72727272727269, 21.725158562367866, 1, tl3
40.72727272727269, 11.95771670190274, 2, tl3
59.81818181818181, 10.964059196617342, 0, tl4
60.45454545454544, 14.68287526427062, 1, tl4
60.45454545454544, 7.2410147991543425, 2, tl4
80.18181818181813, 22.05919661733617, 0, tl5
80.18181818181813, 28.57082452431291, 1, tl5
80.18181818181813, 15.547568710359414, 2, tl5
120.27272727272725, 27.042283298097274, 0, tl6
120.27272727272725, 34.01902748414378, 1, tl6
120.27272727272725, 20.53065539112052, 2, tl6
